Id,Prediction
4668,positive
4669,neutral
4670,negative
4671,neutral
4672,negative
4673,positive
4674,neutral
4675,negative
4676,positive
4677,negative
4678,negative
4679,positive
4680,negative
4681,negative
4682,negative
4683,negative
4684,negative
4685,positive
4686,negative
4687,neutral
4688,positive
4689,negative
4690,negative
4691,negative
4692,positive
4693,negative
4694,neutral
4695,positive
4696,neutral
4697,negative
4698,negative
4699,neutral
4700,positive
4701,negative
4702,neutral
4703,negative
4704,negative
4705,negative
4706,negative
4707,positive
4708,negative
4709,positive
4710,positive
4711,negative
4712,negative
4713,neutral
4714,negative
4715,negative
4716,negative
4717,positive
4718,negative
4719,negative
4720,negative
4721,negative
4722,positive
4723,positive
4724,negative
4725,neutral
4726,neutral
4727,negative
4728,positive
4729,positive
4730,neutral
4731,neutral
4732,neutral
4733,neutral
4734,neutral
4735,neutral
4736,neutral
4737,neutral
4738,negative
4739,neutral
4740,negative
4741,positive
4742,negative
4743,negative
4744,negative
4745,neutral
4746,neutral
4747,negative
4748,neutral
4749,neutral
4750,neutral
4751,negative
4752,negative
4753,negative
4754,neutral
4755,negative
4756,negative
4757,neutral
4758,negative
4759,negative
4760,negative
4761,negative
4762,neutral
4763,positive
4764,negative
4765,negative
4766,neutral
4767,neutral
4768,negative
4769,negative
4770,negative
4771,neutral
4772,positive
4773,negative
4774,positive
4775,negative
4776,positive
4777,positive
4778,neutral
4779,negative
4780,neutral
4781,negative
4782,neutral
4783,negative
4784,neutral
4785,neutral
4786,positive
4787,positive
4788,positive
4789,negative
4790,positive
4791,negative
4792,neutral
4793,negative
4794,positive
4795,neutral
4796,negative
4797,neutral
4798,negative
4799,negative
4800,negative
4801,negative
4802,negative
4803,negative
4804,positive
4805,negative
4806,positive
4807,negative
4808,negative
4809,negative
4810,positive
4811,negative
4812,negative
4813,negative
4814,positive
4815,negative
4816,negative
4817,neutral
4818,positive
4819,negative
4820,neutral
4821,neutral
4822,positive
4823,negative
4824,positive
4825,neutral
4826,negative
4827,positive
4828,neutral
4829,negative
4830,negative
4831,negative
4832,neutral
4833,negative
4834,positive
4835,negative
4836,negative
4837,neutral
4838,neutral
4839,neutral
4840,negative
4841,neutral
4842,negative
4843,negative
4844,negative
4845,neutral
4846,negative
4847,positive
4848,negative
4849,negative
4850,negative
4851,negative
4852,positive
4853,negative
4854,neutral
4855,negative
4856,neutral
4857,neutral
4858,neutral
4859,positive
4860,positive
4861,negative
4862,neutral
4863,positive
4864,positive
4865,neutral
4866,negative
4867,positive
4868,negative
4869,negative
4870,neutral
4871,neutral
4872,positive
4873,negative
4874,negative
4875,positive
4876,positive
4877,neutral
4878,positive
4879,negative
4880,neutral
4881,neutral
4882,negative
4883,neutral
4884,positive
4885,positive
4886,positive
4887,positive
4888,neutral
4889,positive
4890,negative
4891,positive
4892,positive
4893,neutral
4894,neutral
4895,neutral
4896,positive
4897,negative
4898,positive
4899,positive
4900,neutral
4901,positive
4902,neutral
4903,positive
4904,neutral
4905,positive
4906,positive
4907,negative
4908,neutral
4909,negative
4910,neutral
4911,neutral
4912,negative
4913,negative
4914,negative
4915,negative
4916,negative
4917,negative
4918,negative
4919,neutral
4920,negative
4921,neutral
4922,positive
4923,positive
4924,positive
4925,neutral
4926,negative
4927,positive
4928,positive
4929,neutral
4930,negative
4931,negative
4932,negative
4933,positive
4934,neutral
4935,neutral
4936,negative
4937,negative
4938,positive
4939,negative
4940,positive
4941,negative
4942,negative
4943,negative
4944,negative
4945,neutral
4946,positive
4947,negative
4948,negative
4949,negative
4950,negative
4951,negative
4952,negative
4953,neutral
4954,negative
4955,neutral
4956,neutral
4957,neutral
4958,positive
4959,negative
4960,negative
4961,positive
4962,negative
4963,negative
4964,positive
4965,negative
4966,negative
4967,neutral
4968,positive
4969,neutral
4970,negative
4971,neutral
4972,neutral
4973,positive
4974,positive
4975,negative
4976,negative
4977,negative
4978,negative
4979,positive
4980,positive
4981,negative
4982,positive
4983,negative
4984,neutral
4985,negative
4986,negative
4987,positive
4988,positive
4989,negative
4990,neutral
4991,negative
4992,neutral
4993,negative
4994,negative
4995,neutral
4996,negative
4997,positive
4998,neutral
4999,negative
5000,negative
5001,negative
5002,negative
5003,negative
5004,neutral
5005,negative
5006,neutral
5007,negative
5008,neutral
5009,negative
5010,neutral
5011,neutral
5012,positive
5013,negative
5014,positive
5015,neutral
5016,positive
5017,neutral
5018,neutral
5019,negative
5020,negative
5021,negative
5022,positive
5023,positive
5024,neutral
5025,negative
5026,positive
5027,neutral
5028,neutral
5029,negative
5030,negative
5031,positive
5032,negative
5033,positive
5034,neutral
5035,negative
5036,negative
5037,negative
5038,negative
5039,negative
5040,neutral
5041,neutral
5042,negative
5043,negative
5044,negative
5045,negative
5046,neutral
5047,neutral
5048,neutral
5049,negative
5050,negative
5051,positive
5052,neutral
5053,positive
5054,positive
5055,neutral
5056,neutral
5057,negative
5058,negative
5059,positive
5060,negative
5061,negative
5062,positive
5063,negative
5064,negative
5065,neutral
5066,negative
5067,negative
5068,negative
5069,positive
5070,negative
5071,negative
5072,negative
5073,negative
5074,neutral
5075,negative
5076,negative
5077,neutral
5078,negative
5079,negative
5080,positive
5081,negative
5082,negative
5083,negative
5084,positive
5085,negative
5086,negative
5087,negative
5088,negative
5089,negative
5090,negative
5091,negative
5092,positive
5093,negative
5094,negative
5095,neutral
5096,positive
5097,negative
5098,negative
5099,positive
5100,positive
5101,negative
5102,negative
5103,neutral
5104,negative
5105,negative
5106,negative
5107,positive
5108,negative
5109,negative
5110,negative
5111,negative
5112,negative
5113,neutral
5114,negative
5115,negative
5116,negative
5117,negative
5118,negative
5119,negative
5120,negative
5121,negative
5122,positive
5123,positive
5124,negative
5125,negative
5126,positive
5127,negative
5128,negative
5129,negative
5130,neutral
5131,neutral
5132,negative
5133,negative
5134,positive
5135,negative
5136,negative
5137,neutral
5138,neutral
5139,positive
5140,positive
5141,neutral
5142,negative
5143,negative
5144,negative
5145,negative
5146,positive
5147,negative
5148,negative
5149,positive
5150,negative
5151,neutral
5152,negative
5153,negative
5154,negative
5155,neutral
5156,positive
5157,negative
5158,positive
5159,negative
5160,negative
5161,positive
5162,negative
5163,negative
5164,negative
5165,negative
5166,negative
5167,negative
5168,negative
5169,negative
5170,negative
5171,negative
5172,negative
5173,negative
5174,neutral
5175,negative
5176,positive
5177,negative
5178,positive
5179,negative
5180,negative
5181,negative
5182,negative
5183,negative
5184,negative
5185,negative
5186,positive
5187,negative
5188,neutral
5189,negative
5190,negative
5191,positive
5192,negative
5193,negative
5194,positive
5195,negative
5196,negative
5197,neutral
5198,negative
5199,negative
5200,neutral
5201,negative
5202,negative
5203,negative
5204,negative
5205,negative
5206,negative
5207,negative
5208,negative
5209,negative
5210,negative
5211,negative
5212,negative
5213,positive
5214,neutral
5215,negative
5216,negative
5217,negative
5218,neutral
5219,negative
5220,negative
5221,negative
5222,negative
5223,negative
5224,negative
5225,neutral
5226,negative
5227,negative
5228,negative
5229,negative
5230,negative
5231,negative
5232,negative
5233,negative
5234,negative
5235,negative
5236,negative
5237,negative
5238,negative
5239,negative
5240,negative
5241,negative
5242,positive
5243,negative
5244,negative
5245,negative
5246,positive
5247,neutral
5248,negative
5249,negative
5250,neutral
5251,negative
5252,negative
5253,positive
5254,neutral
5255,negative
5256,negative
5257,negative
5258,neutral
5259,neutral
5260,negative
5261,negative
5262,neutral
5263,negative
5264,negative
5265,negative
5266,neutral
5267,negative
5268,neutral
5269,negative
5270,positive
5271,neutral
5272,positive
5273,neutral
5274,negative
5275,neutral
5276,negative
5277,positive
5278,negative
5279,negative
5280,neutral
5281,negative
5282,neutral
5283,neutral
5284,negative
5285,negative
5286,positive
5287,neutral
5288,negative
5289,negative
5290,negative
5291,negative
5292,neutral
5293,negative
5294,neutral
5295,neutral
5296,neutral
5297,negative
5298,negative
5299,negative
5300,negative
5301,negative
5302,positive
5303,negative
5304,negative
5305,positive
5306,negative
5307,neutral
5308,negative
5309,negative
5310,neutral
5311,negative
5312,negative
5313,neutral
5314,negative
5315,negative
5316,negative
5317,negative
5318,negative
5319,negative
5320,negative
5321,negative
5322,neutral
5323,negative
5324,neutral
5325,positive
5326,positive
5327,neutral
5328,negative
5329,neutral
5330,neutral
5331,negative
5332,negative
5333,neutral
5334,negative
5335,negative
5336,negative
5337,negative
5338,neutral
5339,positive
5340,negative
5341,negative
5342,negative
5343,negative
5344,negative
5345,negative
5346,negative
5347,positive
5348,negative
5349,positive
5350,negative
5351,negative
5352,negative
5353,positive
5354,positive
5355,negative
5356,negative
5357,negative
5358,negative
5359,neutral
5360,neutral
5361,negative
5362,positive
5363,positive
5364,negative
5365,negative
5366,negative
5367,negative
5368,negative
5369,negative
5370,positive
5371,negative
5372,positive
5373,negative
5374,positive
5375,negative
5376,positive
5377,negative
5378,negative
5379,negative
5380,positive
5381,negative
5382,negative
5383,negative
5384,negative
5385,negative
5386,negative
5387,negative
5388,neutral
5389,negative
5390,negative
5391,negative
5392,neutral
5393,negative
5394,neutral
5395,positive
5396,positive
5397,negative
5398,negative
5399,negative
5400,negative
5401,negative
5402,neutral
5403,negative
5404,negative
5405,negative
5406,neutral
5407,positive
5408,negative
5409,negative
5410,neutral
5411,negative
5412,negative
5413,negative
5414,negative
5415,negative
5416,positive
5417,negative
5418,negative
5419,negative
5420,positive
5421,neutral
5422,negative
5423,negative
5424,negative
5425,negative
5426,negative
5427,negative
5428,neutral
5429,negative
5430,negative
5431,negative
5432,neutral
5433,negative
5434,neutral
5435,positive
5436,negative
5437,neutral
5438,neutral
5439,neutral
5440,negative
5441,negative
5442,neutral
5443,neutral
5444,neutral
5445,negative
5446,negative
5447,negative
5448,negative
5449,positive
5450,negative
5451,positive
5452,negative
5453,neutral
5454,neutral
5455,neutral
5456,neutral
5457,negative
5458,negative
5459,negative
5460,neutral
5461,negative
5462,neutral
5463,positive
5464,positive
5465,neutral
5466,negative
5467,negative
5468,positive
5469,negative
5470,negative
5471,positive
5472,positive
5473,neutral
5474,negative
5475,positive
5476,positive
5477,negative
5478,neutral
5479,negative
5480,positive
5481,positive
5482,negative
5483,positive
5484,positive
5485,positive
5486,positive
5487,neutral
5488,neutral
5489,neutral
5490,positive
5491,positive
5492,neutral
5493,negative
5494,negative
5495,negative
5496,negative
5497,negative
5498,negative
5499,negative
5500,negative
5501,positive
5502,negative
5503,negative
5504,positive
5505,neutral
5506,positive
5507,neutral
5508,neutral
5509,negative
5510,positive
5511,neutral
5512,positive
5513,positive
5514,positive
5515,neutral
5516,neutral
5517,positive
5518,negative
5519,negative
5520,positive
5521,positive
5522,neutral
5523,neutral
5524,neutral
5525,neutral
5526,positive
5527,positive
5528,negative
5529,neutral
5530,negative
5531,negative
5532,neutral
5533,neutral
5534,neutral
5535,negative
5536,negative
5537,neutral
5538,neutral
5539,neutral
5540,negative
5541,negative
5542,neutral
5543,neutral
5544,positive
5545,negative
5546,neutral
5547,negative
5548,negative
5549,negative
5550,negative
5551,negative
5552,negative
5553,positive
5554,neutral
5555,negative
5556,negative
5557,positive
5558,positive
5559,neutral
5560,negative
5561,neutral
5562,negative
5563,negative
5564,neutral
5565,neutral
5566,positive
5567,neutral
5568,negative
5569,negative
5570,neutral
5571,positive
5572,negative
5573,neutral
5574,negative
5575,neutral
5576,neutral
5577,negative
5578,neutral
5579,negative
5580,positive
5581,negative
5582,neutral
5583,neutral
5584,positive
5585,neutral
5586,negative
5587,positive
5588,negative
5589,negative
5590,neutral
5591,neutral
5592,neutral
5593,negative
5594,neutral
5595,negative
5596,negative
5597,neutral
5598,neutral
5599,neutral
5600,negative
5601,neutral
5602,neutral
5603,negative
5604,positive
5605,positive
5606,positive
5607,positive
5608,positive
5609,positive
5610,negative
5611,negative
5612,negative
5613,neutral
5614,negative
5615,neutral
5616,negative
5617,positive
5618,neutral
5619,negative
5620,neutral
5621,negative
5622,neutral
5623,neutral
5624,neutral
5625,neutral
5626,neutral
5627,positive
5628,negative
5629,negative
5630,positive
5631,negative
5632,positive
5633,neutral
5634,neutral
5635,positive
5636,negative
5637,negative
5638,negative
5639,negative
5640,negative
5641,neutral
5642,neutral
5643,neutral
5644,negative
5645,positive
5646,neutral
5647,neutral
5648,neutral
5649,neutral
5650,negative
5651,negative
5652,negative
5653,negative
5654,negative
5655,neutral
5656,positive
5657,negative
5658,neutral
5659,neutral
5660,negative
5661,negative
5662,negative
5663,positive
5664,positive
5665,positive
5666,positive
5667,negative
5668,neutral
5669,neutral
5670,positive
5671,positive
5672,negative
5673,neutral
5674,negative
5675,negative
5676,negative
5677,neutral
5678,negative
5679,neutral
5680,neutral
5681,negative
5682,neutral
5683,negative
5684,neutral
5685,positive
5686,positive
5687,negative
5688,negative
5689,neutral
5690,neutral
5691,negative
5692,neutral
5693,neutral
5694,neutral
5695,neutral
5696,positive
5697,positive
5698,negative
5699,negative
5700,negative
5701,negative
5702,positive
5703,positive
5704,neutral
5705,positive
5706,neutral
5707,positive
5708,negative
5709,positive
5710,negative
5711,positive
5712,positive
5713,negative
5714,negative
5715,neutral
5716,positive
5717,negative
5718,negative
5719,neutral
5720,neutral
5721,negative
5722,negative
5723,negative
5724,negative
5725,negative
5726,neutral
5727,neutral
5728,positive
5729,positive
5730,negative
5731,negative
5732,negative
5733,negative
5734,neutral
5735,neutral
5736,negative
5737,neutral
5738,negative
5739,negative
5740,positive
5741,negative
5742,positive
5743,negative
5744,negative
5745,positive
5746,positive
5747,negative
5748,neutral
5749,neutral
5750,negative
5751,negative
5752,positive
5753,negative
5754,positive
5755,positive
5756,neutral
5757,negative
5758,negative
5759,negative
5760,positive
5761,negative
5762,neutral
5763,negative
5764,negative
5765,negative
5766,positive
5767,neutral
5768,positive
5769,positive
5770,positive
5771,negative
5772,negative
5773,positive
5774,positive
5775,neutral
5776,negative
5777,neutral
5778,negative
5779,negative
5780,negative
5781,negative
5782,negative
5783,positive
5784,positive
5785,neutral
5786,neutral
5787,neutral
5788,negative
5789,negative
5790,neutral
5791,negative
5792,negative
5793,positive
5794,negative
5795,positive
5796,negative
5797,negative
5798,negative
5799,negative
5800,negative
5801,negative
5802,negative
5803,neutral
5804,positive
5805,positive
5806,positive
5807,negative
5808,negative
5809,neutral
5810,negative
5811,positive
5812,negative
5813,negative
5814,neutral
5815,positive
5816,negative
5817,negative
5818,negative
5819,positive
5820,positive
5821,positive
5822,negative
5823,neutral
5824,negative
5825,negative
5826,positive
5827,negative
5828,positive
5829,positive
5830,neutral
5831,neutral
5832,neutral
5833,negative
5834,neutral
5835,negative
5836,positive
5837,positive
5838,neutral
5839,neutral
5840,neutral
5841,negative
5842,negative
5843,neutral
5844,neutral
5845,positive
5846,neutral
5847,negative
5848,negative
5849,positive
5850,positive
5851,negative
5852,positive
5853,negative
5854,negative
5855,neutral
5856,neutral
5857,neutral
5858,positive
5859,negative
5860,negative
5861,negative
5862,positive
5863,positive
5864,negative
5865,positive
5866,neutral
5867,positive
5868,negative
5869,positive
5870,neutral
5871,neutral
5872,neutral
5873,positive
5874,positive
5875,negative
5876,neutral
5877,neutral
5878,positive
5879,negative
5880,negative
5881,positive
5882,positive
5883,neutral
5884,negative
5885,neutral
5886,neutral
5887,negative
5888,negative
5889,positive
5890,neutral
5891,positive
5892,positive
5893,neutral
5894,positive
5895,negative
5896,neutral
5897,positive
5898,negative
5899,negative
5900,negative
5901,negative
5902,neutral
5903,neutral
5904,neutral
5905,negative
5906,negative
5907,negative
5908,neutral
5909,positive
5910,positive
5911,negative
5912,negative
5913,negative
5914,neutral
5915,negative
5916,negative
5917,positive
5918,neutral
5919,neutral
5920,neutral
5921,neutral
5922,positive
5923,neutral
5924,negative
5925,neutral
5926,neutral
5927,negative
5928,negative
5929,neutral
5930,negative
5931,positive
5932,neutral
5933,negative
5934,positive
5935,neutral
5936,neutral
5937,positive
5938,negative
5939,negative
5940,negative
5941,positive
5942,negative
5943,negative
5944,negative
5945,negative
5946,negative
5947,negative
5948,negative
5949,positive
5950,positive
5951,positive
5952,positive
5953,positive
5954,neutral
5955,negative
5956,positive
5957,negative
5958,positive
5959,negative
5960,neutral
5961,negative
5962,negative
5963,negative
5964,positive
5965,positive
5966,neutral
5967,positive
5968,positive
5969,neutral
5970,negative
5971,neutral
5972,positive
5973,neutral
5974,negative
5975,negative
5976,neutral
5977,neutral
5978,negative
5979,negative
5980,negative
5981,positive
5982,negative
5983,neutral
5984,neutral
5985,positive
5986,positive
5987,positive
5988,neutral
5989,positive
5990,positive
5991,neutral
5992,neutral
5993,negative
5994,positive
5995,neutral
5996,positive
5997,negative
5998,negative
5999,negative
6000,negative
6001,neutral
6002,positive
6003,negative
6004,positive
6005,positive
6006,neutral
6007,neutral
6008,neutral
6009,positive
6010,positive
6011,negative
6012,neutral
6013,negative
6014,neutral
6015,neutral
6016,positive
6017,positive
6018,negative
6019,positive
6020,positive
6021,negative
6022,positive
6023,neutral
6024,neutral
6025,neutral
6026,negative
6027,positive
6028,negative
6029,neutral
6030,neutral
6031,neutral
6032,neutral
6033,negative
6034,negative
6035,neutral
6036,negative
6037,positive
6038,positive
6039,negative
6040,positive
6041,neutral
6042,neutral
6043,neutral
6044,negative
6045,negative
6046,positive
6047,negative
6048,positive
6049,neutral
6050,positive
6051,neutral
6052,neutral
6053,neutral
6054,positive
6055,neutral
6056,positive
6057,negative
6058,negative
6059,neutral
6060,negative
6061,neutral
6062,negative
6063,negative
6064,positive
6065,negative
6066,neutral
6067,positive
6068,negative
6069,positive
6070,positive
6071,neutral
6072,neutral
6073,neutral
6074,neutral
6075,neutral
6076,negative
6077,neutral
6078,positive
6079,neutral
6080,positive
6081,positive
6082,negative
6083,negative
6084,neutral
6085,neutral
6086,neutral
6087,neutral
6088,neutral
6089,negative
6090,positive
6091,neutral
6092,neutral
6093,neutral
6094,positive
6095,negative
6096,positive
6097,negative
6098,positive
6099,negative
6100,positive
6101,negative
6102,positive
6103,neutral
6104,neutral
6105,negative
6106,neutral
6107,negative
6108,neutral
6109,negative
6110,neutral
6111,positive
6112,negative
6113,negative
6114,positive
6115,neutral
6116,negative
6117,positive
6118,negative
6119,positive
6120,negative
6121,negative
6122,neutral
6123,positive
6124,neutral
6125,neutral
6126,positive
6127,neutral
6128,negative
6129,neutral
6130,negative
6131,positive
6132,negative
6133,neutral
6134,positive
6135,negative
6136,neutral
6137,negative
6138,negative
6139,positive
6140,neutral
6141,neutral
6142,neutral
6143,positive
6144,neutral
6145,positive
6146,neutral
6147,negative
6148,positive
6149,positive
6150,neutral
6151,positive
6152,negative
6153,neutral
6154,negative
6155,neutral
6156,negative
6157,negative
6158,negative
6159,neutral
6160,negative
6161,negative
6162,positive
6163,negative
6164,negative
6165,positive
6166,negative
6167,neutral
6168,negative
6169,negative
6170,positive
6171,positive
6172,positive
6173,neutral
6174,negative
6175,negative
6176,negative
6177,positive
6178,positive
6179,neutral
6180,neutral
6181,negative
6182,neutral
6183,neutral
6184,positive
6185,positive
6186,neutral
6187,neutral
6188,negative
6189,negative
6190,negative
6191,positive
6192,neutral
6193,neutral
6194,positive
6195,negative
6196,negative
6197,positive
6198,positive
6199,negative
6200,negative
6201,positive
6202,neutral
6203,positive
6204,neutral
6205,neutral
6206,negative
6207,neutral
6208,negative
6209,negative
6210,neutral
6211,neutral
6212,neutral
6213,neutral
6214,negative
6215,negative
6216,neutral
6217,negative
6218,positive
6219,positive
6220,negative
6221,neutral
6222,negative
6223,neutral
6224,neutral
6225,negative
6226,neutral
6227,positive
6228,positive
6229,negative
6230,neutral
6231,positive
6232,neutral
6233,neutral
6234,neutral
6235,negative
6236,neutral
6237,positive
6238,neutral
6239,positive
6240,positive
6241,neutral
6242,negative
6243,negative
6244,neutral
6245,positive
6246,neutral
6247,negative
6248,neutral
6249,negative
6250,neutral
6251,negative
6252,negative
6253,positive
6254,neutral
6255,neutral
6256,neutral
6257,positive
6258,negative
6259,positive
6260,negative
6261,negative
6262,negative
6263,positive
6264,neutral
6265,neutral
6266,positive
6267,positive
6268,negative
6269,negative
6270,negative
6271,positive
6272,positive
6273,positive
6274,negative
6275,neutral
6276,positive
6277,negative
6278,neutral
6279,positive
6280,positive
6281,neutral
6282,neutral
6283,positive
6284,negative
6285,neutral
6286,neutral
6287,negative
6288,neutral
6289,neutral
6290,neutral
6291,neutral
6292,neutral
6293,negative
6294,neutral
6295,negative
6296,negative
6297,negative
6298,positive
6299,negative
6300,neutral
6301,positive
6302,neutral
6303,negative
6304,negative
6305,negative
6306,positive
6307,neutral
6308,negative
6309,negative
6310,negative
6311,positive
6312,negative
6313,positive
6314,negative
6315,neutral
6316,negative
6317,negative
6318,neutral
6319,negative
6320,negative
6321,negative
6322,neutral
6323,negative
6324,negative
6325,negative
6326,negative
6327,negative
6328,neutral
6329,negative
6330,negative
6331,negative
6332,negative
6333,negative
6334,positive
6335,negative
6336,neutral
6337,positive
6338,negative
6339,positive
6340,neutral
6341,negative
6342,negative
6343,positive
6344,negative
6345,neutral
6346,neutral
6347,positive
6348,positive
6349,positive
6350,neutral
6351,neutral
6352,positive
6353,positive
6354,neutral
6355,neutral
6356,neutral
6357,neutral
6358,positive
6359,negative
6360,negative
6361,neutral
6362,neutral
6363,negative
6364,negative
6365,negative
6366,negative
6367,positive
6368,neutral
6369,neutral
6370,positive
6371,positive
6372,neutral
6373,positive
6374,positive
6375,positive
6376,negative
6377,negative
6378,negative
6379,neutral
6380,neutral
6381,negative
6382,negative
6383,positive
6384,negative
6385,negative
6386,negative
6387,positive
6388,positive
6389,negative
6390,negative
6391,negative
6392,negative
6393,negative
6394,positive
6395,negative
6396,positive
6397,negative
6398,negative
6399,positive
6400,positive
6401,negative
6402,negative
6403,negative
6404,positive
6405,positive
6406,negative
6407,neutral
6408,negative
6409,positive
6410,negative
6411,neutral
6412,negative
6413,positive
6414,negative
6415,positive
6416,negative
6417,negative
6418,positive
6419,negative
6420,negative
6421,neutral
6422,neutral
6423,negative
6424,neutral
6425,negative
6426,negative
6427,neutral
6428,negative
6429,neutral
6430,positive
6431,positive
6432,positive
6433,negative
6434,neutral
6435,positive
6436,negative
6437,positive
6438,negative
6439,positive
6440,negative
6441,negative
6442,negative
6443,positive
6444,negative
6445,neutral
6446,positive
6447,negative
6448,negative
6449,negative
6450,positive
6451,positive
6452,positive
6453,negative
6454,negative
6455,neutral
6456,negative
6457,negative
6458,negative
6459,neutral
6460,negative
6461,positive
6462,negative
6463,positive
6464,negative
6465,negative
6466,positive
6467,negative
6468,negative
6469,negative
6470,negative
6471,negative
6472,negative
6473,neutral
6474,positive
6475,negative
6476,negative
6477,neutral
6478,positive
6479,positive
6480,negative
6481,neutral
6482,negative
6483,negative
6484,negative
6485,negative
6486,negative
6487,negative
6488,positive
6489,negative
6490,negative
6491,negative
6492,negative
6493,negative
6494,neutral
6495,negative
6496,positive
6497,negative
6498,negative
6499,positive
6500,neutral
6501,negative
6502,positive
6503,negative
6504,negative
6505,negative
6506,negative
6507,negative
6508,neutral
6509,negative
6510,neutral
6511,positive
6512,negative
6513,positive
6514,negative
6515,neutral
6516,positive
6517,negative
6518,neutral
6519,neutral
6520,negative
6521,neutral
6522,negative
6523,negative
6524,neutral
6525,positive
6526,neutral
6527,positive
6528,neutral
6529,negative
6530,negative
6531,positive
6532,negative
6533,neutral
6534,negative
6535,negative
6536,negative
6537,neutral
6538,neutral
6539,positive
6540,neutral
6541,negative
6542,positive
6543,positive
6544,neutral
6545,positive
6546,negative
6547,negative
6548,negative
6549,positive
6550,neutral
6551,negative
6552,negative
6553,negative
6554,negative
6555,neutral
6556,negative
6557,negative
6558,positive
6559,neutral
6560,negative
6561,negative
6562,neutral
6563,positive
6564,neutral
6565,negative
6566,negative
6567,negative
6568,neutral
6569,positive
6570,negative
6571,negative
6572,positive
6573,negative
6574,neutral
6575,positive
6576,neutral
6577,neutral
6578,negative
6579,positive
6580,neutral
6581,negative
6582,negative
6583,positive
6584,neutral
6585,neutral
6586,neutral
6587,neutral
6588,positive
6589,negative
6590,neutral
6591,negative
6592,negative
6593,negative
6594,negative
6595,neutral
6596,negative
6597,positive
6598,negative
6599,negative
6600,negative
6601,negative
6602,positive
6603,negative
6604,negative
6605,positive
6606,negative
6607,negative
6608,negative
6609,negative
6610,negative
6611,positive
6612,neutral
6613,negative
6614,negative
6615,negative
6616,negative
6617,neutral
6618,positive
6619,negative
6620,negative
6621,neutral
6622,negative
6623,negative
6624,positive
6625,negative
6626,negative
6627,negative
6628,negative
6629,negative
6630,negative
6631,negative
6632,negative
6633,negative
6634,negative
6635,negative
6636,positive
6637,negative
6638,neutral
6639,neutral
6640,negative
6641,neutral
6642,neutral
6643,negative
6644,negative
6645,negative
6646,negative
6647,positive
6648,positive
6649,negative
6650,negative
6651,positive
6652,positive
6653,neutral
6654,neutral
6655,neutral
6656,positive
6657,positive
6658,positive
6659,neutral
6660,positive
6661,positive
6662,negative
6663,negative
6664,neutral
6665,neutral
6666,negative
6667,negative
6668,negative
6669,negative
6670,negative
6671,neutral
6672,positive
6673,neutral
6674,positive
6675,neutral
6676,negative
6677,neutral
6678,negative
6679,neutral
6680,positive
6681,negative
6682,positive
6683,negative
6684,negative
6685,positive
6686,neutral
6687,neutral
6688,neutral
6689,negative
6690,negative
6691,negative
6692,neutral
6693,neutral
6694,negative
6695,negative
6696,negative
6697,negative
6698,negative
6699,negative
6700,negative
6701,neutral
6702,negative
6703,negative
6704,neutral
6705,neutral
6706,negative
6707,negative
6708,positive
6709,negative
6710,negative
6711,negative
6712,negative
6713,positive
6714,positive
6715,neutral
6716,neutral
6717,negative
6718,negative
6719,negative
6720,neutral
6721,neutral
6722,negative
6723,positive
6724,negative
6725,negative
6726,negative
6727,negative
6728,neutral
6729,negative
6730,negative
6731,negative
6732,negative
6733,positive
6734,negative
6735,negative
6736,negative
6737,negative
6738,negative
6739,neutral
6740,neutral
6741,negative
6742,negative
6743,positive
6744,negative
6745,negative
6746,positive
6747,neutral
6748,neutral
6749,negative
6750,negative
6751,neutral
6752,neutral
6753,negative
6754,negative
6755,negative
6756,negative
6757,neutral
6758,negative
6759,positive
6760,neutral
6761,neutral
6762,negative
6763,negative
6764,neutral
6765,neutral
6766,neutral
6767,negative
6768,negative
6769,neutral
6770,negative
6771,positive
6772,positive
6773,neutral
6774,positive
6775,positive
6776,neutral
6777,negative
6778,negative
6779,negative
6780,neutral
6781,negative
6782,positive
6783,positive
6784,negative
6785,positive
6786,negative
6787,negative
6788,negative
6789,positive
6790,neutral
6791,neutral
6792,neutral
6793,neutral
6794,neutral
6795,negative
6796,neutral
6797,neutral
6798,neutral
6799,neutral
6800,positive
6801,neutral
6802,positive
6803,neutral
6804,neutral
6805,positive
6806,positive
6807,positive
6808,neutral
6809,neutral
6810,neutral
6811,positive
6812,positive
6813,negative
6814,neutral
6815,positive
6816,negative
6817,positive
6818,neutral
6819,neutral
6820,positive
6821,positive
6822,positive
6823,positive
6824,positive
6825,positive
6826,positive
6827,negative
6828,negative
6829,positive
6830,positive
6831,positive
6832,negative
6833,negative
6834,neutral
6835,neutral
6836,neutral
6837,neutral
6838,positive
6839,positive
6840,positive
6841,negative
6842,negative
6843,negative
6844,negative
6845,negative
6846,neutral
6847,negative
6848,positive
6849,negative
6850,neutral
6851,positive
6852,negative
6853,positive
6854,neutral
6855,negative
6856,neutral
6857,positive
6858,neutral
6859,negative
6860,positive
6861,neutral
6862,positive
6863,negative
6864,neutral
6865,negative
6866,neutral
6867,negative
6868,negative
6869,negative
6870,neutral
6871,neutral
6872,positive
6873,neutral
6874,positive
6875,negative
6876,positive
6877,neutral
6878,negative
6879,negative
6880,negative
6881,neutral
6882,negative
6883,negative
6884,negative
6885,negative
6886,negative
6887,negative
6888,negative
6889,negative
6890,negative
6891,negative
6892,negative
6893,neutral
6894,neutral
6895,positive
6896,positive
